total,delta,449,199,15,99,199,249,349,449,499,699
1309,530,0,1,1,3,0,0,1,1,0,0
1308,529,0,1,1,2,2,2,0,0,0,0
1309,530,0,1,1,2,2,0,0,0,1,0
1309,530,0,1,1,2,1,1,0,1,0,0
1309,530,0,1,1,2,1,0,2,0,0,0
1310,531,0,1,1,2,1,0,0,0,0,1
1310,531,0,1,1,2,0,0,0,2,0,0
1308,529,0,1,1,1,5,0,0,0,0,0
1309,530,0,1,1,1,2,1,1,0,0,0
1310,531,0,1,1,1,1,0,1,1,0,0
1309,530,0,1,1,1,0,4,0,0,0,0
1310,531,0,1,1,1,0,2,0,0,1,0
1311,532,0,1,1,1,0,0,0,0,2,0
1309,530,0,1,1,0,3,2,0,0,0,0
1310,531,0,1,1,0,3,0,0,0,1,0
1310,531,0,1,1,0,2,1,0,1,0,0
1310,531,0,1,1,0,2,0,2,0,0,0
1311,532,0,1,1,0,2,0,0,0,0,1
1311,532,0,1,1,0,1,0,0,2,0,0
1310,531,0,1,1,0,0,3,1,0,0,0
1311,532,0,1,1,0,0,1,1,0,1,0
1291,512,0,1,0,5,3,0,0,0,0,0
1292,513,0,1,0,5,0,1,1,0,0,0
1292,513,0,1,0,4,1,2,0,0,0,0
1293,514,0,1,0,4,1,0,0,0,1,0
1293,514,0,1,0,4,0,1,0,1,0,0
1293,514,0,1,0,4,0,0,2,0,0,0
1294,515,0,1,0,4,0,0,0,0,0,1
1292,513,0,1,0,3,4,0,0,0,0,0
1293,514,0,1,0,3,1,1,1,0,0,0
1294,515,0,1,0,3,0,0,1,1,0,0
1293,514,0,1,0,2,2,2,0,0,0,0
1294,515,0,1,0,2,2,0,0,0,1,0
1294,515,0,1,0,2,1,1,0,1,0,0
1294,515,0,1,0,2,1,0,2,0,0,0
1295,516,0,1,0,2,1,0,0,0,0,1
1295,516,0,1,0,2,0,0,0,2,0,0
1293,514,0,1,0,1,5,0,0,0,0,0
1294,515,0,1,0,1,2,1,1,0,0,0
1295,516,0,1,0,1,1,0,1,1,0,0
1294,515,0,1,0,1,0,4,0,0,0,0
1295,516,0,1,0,1,0,2,0,0,1,0
1296,517,0,1,0,1,0,0,0,0,2,0
1294,515,0,1,0,0,3,2,0,0,0,0
1295,516,0,1,0,0,3,0,0,0,1,0
1295,516,0,1,0,0,2,1,0,1,0,0
1295,516,0,1,0,0,2,0,2,0,0,0
1296,517,0,1,0,0,2,0,0,0,0,1
1296,517,0,1,0,0,1,0,0,2,0,0
1295,516,0,1,0,0,0,3,1,0,0,0
1296,517,0,1,0,0,0,1,1,0,1,0
1306,527,0,0,1,5,4,0,0,0,0,0
1307,528,0,0,1,5,1,1,1,0,0,0
1308,529,0,0,1,5,0,0,1,1,0,0
1307,528,0,0,1,4,2,2,0,0,0,0
1308,529,0,0,1,4,2,0,0,0,1,0
1308,529,0,0,1,4,1,1,0,1,0,0
1308,529,0,0,1,4,1,0,2,0,0,0
1309,530,0,0,1,4,1,0,0,0,0,1
1309,530,0,0,1,4,0,0,0,2,0,0
1307,528,0,0,1,3,5,0,0,0,0,0
1308,529,0,0,1,3,2,1,1,0,0,0
1309,530,0,0,1,3,1,0,1,1,0,0
1308,529,0,0,1,3,0,4,0,0,0,0
1309,530,0,0,1,3,0,2,0,0,1,0
1310,531,0,0,1,3,0,0,0,0,2,0
1308,529,0,0,1,2,3,2,0,0,0,0
1309,530,0,0,1,2,3,0,0,0,1,0
1309,530,0,0,1,2,2,1,0,1,0,0
1309,530,0,0,1,2,2,0,2,0,0,0
1310,531,0,0,1,2,2,0,0,0,0,1
1310,531,0,0,1,2,1,0,0,2,0,0
1309,530,0,0,1,2,0,3,1,0,0,0
1310,531,0,0,1,2,0,1,1,0,1,0
1309,530,0,0,1,1,3,1,1,0,0,0
1310,531,0,0,1,1,2,0,1,1,0,0
1309,530,0,0,1,1,1,4,0,0,0,0
1310,531,0,0,1,1,1,2,0,0,1,0
1311,532,0,0,1,1,1,0,0,0,2,0
1310,531,0,0,1,1,0,3,0,1,0,0
1310,531,0,0,1,1,0,2,2,0,0,0
1311,532,0,0,1,1,0,2,0,0,0,1
1311,532,0,0,1,1,0,1,0,1,1,0
1311,532,0,0,1,1,0,0,2,0,1,0
1312,533,0,0,1,1,0,0,0,0,1,1
1309,530,0,0,1,0,4,2,0,0,0,0
1310,531,0,0,1,0,4,0,0,0,1,0
1310,531,0,0,1,0,3,1,0,1,0,0
1310,531,0,0,1,0,3,0,2,0,0,0
1311,532,0,0,1,0,3,0,0,0,0,1
1311,532,0,0,1,0,2,0,0,2,0,0
1310,531,0,0,1,0,1,3,1,0,0,0
1311,532,0,0,1,0,1,1,1,0,1,0
1311,532,0,0,1,0,0,2,1,1,0,0
1311,532,0,0,1,0,0,1,3,0,0,0
1312,533,0,0,1,0,0,1,1,0,0,1
1312,533,0,0,1,0,0,0,1,1,1,0
1291,512,0,0,0,5,4,0,0,0,0,0
1292,513,0,0,0,5,1,1,1,0,0,0
1293,514,0,0,0,5,0,0,1,1,0,0
1292,513,0,0,0,4,2,2,0,0,0,0
1293,514,0,0,0,4,2,0,0,0,1,0
1293,514,0,0,0,4,1,1,0,1,0,0
1293,514,0,0,0,4,1,0,2,0,0,0
1294,515,0,0,0,4,1,0,0,0,0,1
1294,515,0,0,0,4,0,0,0,2,0,0
1292,513,0,0,0,3,5,0,0,0,0,0
1293,514,0,0,0,3,2,1,1,0,0,0
1294,515,0,0,0,3,1,0,1,1,0,0
1293,514,0,0,0,3,0,4,0,0,0,0
1294,515,0,0,0,3,0,2,0,0,1,0
1295,516,0,0,0,3,0,0,0,0,2,0
1293,514,0,0,0,2,3,2,0,0,0,0
1294,515,0,0,0,2,3,0,0,0,1,0
1294,515,0,0,0,2,2,1,0,1,0,0
1294,515,0,0,0,2,2,0,2,0,0,0
1295,516,0,0,0,2,2,0,0,0,0,1
1295,516,0,0,0,2,1,0,0,2,0,0
1294,515,0,0,0,2,0,3,1,0,0,0
1295,516,0,0,0,2,0,1,1,0,1,0
1294,515,0,0,0,1,3,1,1,0,0,0
1295,516,0,0,0,1,2,0,1,1,0,0
1294,515,0,0,0,1,1,4,0,0,0,0
1295,516,0,0,0,1,1,2,0,0,1,0
1296,517,0,0,0,1,1,0,0,0,2,0
1295,516,0,0,0,1,0,3,0,1,0,0
1295,516,0,0,0,1,0,2,2,0,0,0
1296,517,0,0,0,1,0,2,0,0,0,1
1296,517,0,0,0,1,0,1,0,1,1,0
1296,517,0,0,0,1,0,0,2,0,1,0
1297,518,0,0,0,1,0,0,0,0,1,1
1294,515,0,0,0,0,4,2,0,0,0,0
1295,516,0,0,0,0,4,0,0,0,1,0
1295,516,0,0,0,0,3,1,0,1,0,0
1295,516,0,0,0,0,3,0,2,0,0,0
1296,517,0,0,0,0,3,0,0,0,0,1
1296,517,0,0,0,0,2,0,0,2,0,0
1295,516,0,0,0,0,1,3,1,0,0,0
1296,517,0,0,0,0,1,1,1,0,1,0
1296,517,0,0,0,0,0,2,1,1,0,0
1296,517,0,0,0,0,0,1,3,0,0,0
1297,518,0,0,0,0,0,1,1,0,0,1
1297,518,0,0,0,0,0,0,1,1,1,0
